aux	inflected	infinitive
has	told	tell
has	cited	cite
has	monitored	monitor
has	drowned	drown
has	consigned	consign
has	internalized	internalize
has	ridden	ride
has	tussled	tussle
has	deployed	deploy
has	surrendered	surrender
has	floundered	flounder
has	rescinded	rescind
has	duplicated	duplicate
has	endowed	endow
has	disagreed	disagree
has	petitioned	petition
has	fulfilled	fulfill
has	alluded	allude
has	bowled	bowl
has	snorted	snort
has	traipsed	traipse
has	configured	configure
has	led	lead
has	broadcasted	broadcast
has	sorted	sort
has	paired	pair
has	solidified	solidify
has	battled	battle
has	defamed	defame
has	preceded	precede
has	fidgeted	fidget
has	incinerated	incinerate
has	been	be
has	regressed	regress
has	lurked	lurk
has	darkened	darken
has	capsized	capsize
has	scrawled	scrawl
has	blown	blow
has	fetched	fetch
has	fixed	fix
has	zeroed	zero
has	pummelled	pummel
has	misbehaved	misbehave
has	evolved	evolve
has	serviced	service
has	damped	damp
has	pressed	press
has	scooped	scoop
has	tampered	tamper
has	protruded	protrude
has	prolonged	prolong
has	orchestrated	orchestrate
has	bribed	bribe
has	aired	air
has	eschewed	eschew
has	adopted	adopt
has	stuck	stick
has	insinuated	insinuate
has	paid	pay
has	decorated	decorate
has	scrapped	scrap
has	expedited	expedite
has	sacked	sack
has	embezzled	embezzle
has	confirmed	confirm
has	juxtaposed	juxtapose
has	democratized	democratize
has	tottered	totter
has	mimed	mime
has	discovered	discover
has	teed	tee
has	fled	flee
has	dabbled	dabble
has	taxed	tax
has	hidden	hide
has	assimilated	assimilate
has	rehashed	rehash
has	attacked	attack
has	jeered	jeer
has	tightened	tighten
has	shrugged	shrug
has	clarified	clarify
has	hankered	hanker
has	dispensed	dispense
has	sung	sing
has	meant	mean
has	doubted	doubt
has	prosecuted	prosecute
has	tipped	tip
has	eked	eke
has	deemed	deem
has	parachuted	parachute
has	detected	detect
has	zoomed	zoom
has	interrupted	interrupt
has	improved	improve
has	sliced	slice
has	warranted	warrant
has	felt	feel
has	outplayed	outplay
has	chalked	chalk
has	overpaid	overpay
has	circumvented	circumvent
has	wrangled	wrangle
has	pronounced	pronounce
has	disarmed	disarm
has	rocked	rock
has	alienated	alienate
has	touted	tout
has	tossed	toss
has	petered	peter
has	disrespected	disrespect
has	grossed	gross
has	commented	comment
has	matured	mature
has	contaminated	contaminate
has	overreached	overreach
has	censured	censure
has	skyrocketed	sky-rocket
has	captivated	captivate
has	tracked	track
has	relegated	relegate
has	traced	trace
has	speared	spear
has	berated	berate
has	operated	operate
has	sympathized	sympathize
has	interrogated	interrogate
has	lubricated	lubricate
has	nicked	nick
has	reactivated	reactivate
has	permeated	permeate
has	crumbled	crumble
has	stung	sting
has	lauded	laud
has	shortchanged	shortchange
has	uprooted	uproot
has	hobbled	hobble
has	ruminated	ruminate
has	licensed	license
has	echoed	echo
has	sterilized	sterilize
has	equalized	equalize
has	sewn	sew
has	maligned	malign
has	tormented	torment
has	prodded	prod
has	erased	erase
has	imploded	implode
has	antagonized	antagonize
has	recaptured	recapture
has	cramped	cramp
has	lightened	lighten
has	logged	log
has	limited	limit
has	held	hold
has	overheated	over-heat
has	haunted	haunt
has	rattled	rattle
has	collapsed	collapse
has	disabled	disable
has	amended	amend
has	protected	protect
has	equated	equate
has	undervalued	undervalue
has	tanned	tan
has	capitalized	capitalize
has	elicited	elicit
has	differentiated	differentiate
has	relieved	relieve
has	unleashed	unleash
has	wiggled	wiggle
has	hurled	hurl
has	accredited	accredit
has	trotted	trot
has	phased	phase
has	meted	mete
has	hardened	harden
has	draped	drape
has	annihilated	annihilate
has	ambled	amble
has	scuppered	scupper
has	divided	divide
has	alerted	alert
has	disturbed	disturb
has	calibrated	calibrate
has	panicked	panic
has	stemmed	stem
has	chosen	choose
has	enabled	enable
has	printed	print
has	associated	associate
has	automated	automate
has	consulted	consult
has	protested	protest
has	innovated	innovate
has	enriched	enrich
has	emasculated	emasculate
has	inhabited	inhabit
has	griped	gripe
has	ripped	rip
has	needed	need
has	zigzagged	zigzag
has	mopped	mop
has	thrashed	thrash
has	revived	revive
has	scrambled	scramble
has	recycled	recycle
has	gloated	gloat
has	exuded	exude
has	solved	solve
has	annoyed	annoy
has	trolled	troll
has	blurred	blur
has	waved	wave
has	sealed	seal
has	satisfied	satisfy
has	run	run
has	hollered	holler
has	suffered	suffer
has	munched	munch
has	telegraphed	telegraph
has	enraged	enrage
has	legalized	legalize
has	reinvigorated	reinvigorate
has	employed	employ
has	laced	lace
has	bickered	bicker
has	exploded	explode
has	delayed	delay
has	transported	transport
has	voiced	voice
has	hovered	hover
has	purred	purr
has	vanished	vanish
has	swamped	swamp
has	customized	customize
has	pled	plead
has	performed	perform
has	remained	remain
has	summed	sum
has	discharged	discharge
has	pounded	pound
has	transcribed	transcribe
has	pirated	pirate
has	uncovered	uncover
has	decomposed	decompose
has	punched	punch
has	signified	signify
has	chopped	chop
has	crisscrossed	crisscross
has	meshed	mesh
has	parlayed	parlay
has	aspired	aspire
has	evened	even
has	decelerated	decelerate
has	resold	resell
has	hesitated	hesitate
has	thronged	throng
has	grinned	grin
has	flexed	flex
has	loosed	loose
has	circumnavigated	circumnavigate
has	aroused	arouse
has	hit	hit
has	detained	detain
has	gyrated	gyrate
has	controlled	control
has	enslaved	enslave
has	bashed	bash
has	barricaded	barricade
has	deterred	deter
has	suppressed	suppress
has	courted	court
has	borrowed	borrow
has	pictured	picture
has	minded	mind
has	featured	feature
has	gauged	gauge
has	recanted	recant
has	allied	ally
has	extinguished	extinguish
has	pleased	please
has	lapped	lap
has	ironed	iron
has	overdosed	overdose
has	disintegrated	disintegrate
has	imagined	imagine
has	evacuated	evacuate
has	flowed	flow
has	faced	face
has	pulled	pull
has	ranged	range
has	tried	try
has	crunched	crunch
has	fallen	fall
has	carried	carry
has	holed	hole
has	dipped	dip
has	forgiven	forgive
has	encompassed	encompass
has	seceded	secede
has	locked	lock
has	stumbled	stumble
has	showered	shower
has	bunked	bunk
has	parked	park
has	snatched	snatch
has	refinanced	refinance
has	offended	offend
has	presumed	presume
has	razed	raze
has	suspected	suspect
has	imported	import
has	designated	designate
has	brimmed	brim
has	liaised	liaise
has	collaborated	collaborate
has	harked	hark
has	followed	follow
has	credited	credit
has	languished	languish
has	orbited	orbit
has	pursued	pursue
has	repelled	repel
has	implanted	implant
has	digested	digest
has	bemoaned	bemoan
has	combined	combine
has	drilled	drill
has	known	know
has	extricated	extricate
has	welcomed	welcome
has	invoked	invoke
has	dissuaded	dissuade
has	mingled	mingle
has	wafted	waft
has	observed	observe
has	slogged	slog
has	rehearsed	rehearse
has	satirized	satirize
has	devoured	devour
has	sounded	sound
has	confided	confide
has	matched	match
has	idolized	idolize
has	discounted	discount
has	clawed	claw
has	stashed	stash
has	pieced	piece
has	stalked	stalk
has	curtailed	curtail
has	appointed	appoint
has	graduated	graduate
has	clung	cling
has	shown	show
has	revitalized	revitalize
has	coped	cope
has	arisen	arise
has	appreciated	appreciate
has	topped	top
has	had	have
has	augmented	augment
has	intertwined	intertwine
has	enlightened	enlighten
has	jacked	jack
has	convinced	convince
has	modulated	modulate
has	molested	molest
has	regarded	regard
has	assembled	assemble
has	embraced	embrace
has	challenged	challenge
has	acquitted	acquit
has	mortgaged	mortgage
has	conducted	conduct
has	confronted	confront
has	arranged	arrange
has	strangled	strangle
has	refuted	refute
has	burrowed	burrow
has	nabbed	nab
has	ascended	ascend
has	put	put
has	clad	clad
has	franchised	franchise
has	flourished	flourish
has	beset	beset
has	imparted	impart
has	abstained	abstain
has	underscored	underscore
has	measured	measure
has	splattered	splatter
has	distanced	distance
has	pressured	pressure
has	coded	code
has	refereed	referee
has	commenced	commence
has	vibrated	vibrate
has	pooled	pool
has	imbibed	imbibe
has	proliferated	proliferate
has	telephoned	telephone
has	booked	book
has	funded	fund
has	peered	peer
has	marked	mark
has	confused	confuse
has	torpedoed	torpedo
has	acquiesced	acquiesce
has	exchanged	exchange
has	mistreated	mistreat
has	twisted	twist
has	minced	mince
has	cajoled	cajole
has	crooned	croon
has	ordered	order
has	blurted	blurt
has	overruled	overrule
has	deported	deport
has	networked	network
has	erupted	erupt
has	infringed	infringe
has	emulated	emulate
has	spruced	spruce
has	resigned	resign
has	enlisted	enlist
has	raved	rave
has	burgled	burgle
has	bounced	bounce
has	overpowered	overpower
has	sagged	sag
has	enveloped	envelop
has	constructed	construct
has	sipped	sip
has	threatened	threaten
has	rung	ring
has	simmered	simmer
has	flared	flare
has	reprimanded	reprimand
has	tumbled	tumble
has	purged	purge
has	terminated	terminate
has	infused	infuse
has	defrauded	defraud
has	flung	fling
has	spluttered	splutter
has	restrained	restrain
has	suspended	suspend
has	abdicated	abdicate
has	careened	careen
has	hurried	hurry
has	spooned	spoon
has	roiled	roil
has	managed	manage
has	wooed	woo
has	instituted	institute
has	loomed	loom
has	recommended	recommend
has	remade	remake
has	tempered	temper
has	crumpled	crumple
has	recalled	recall
has	painted	paint
has	overestimated	over-estimate
has	parroted	parrot
has	gravitated	gravitate
has	bankrupted	bankrupt
has	squinted	squint
has	hedged	hedge
has	instigated	instigate
has	benefited	benefit
has	scorned	scorn
has	wandered	wander
has	scoured	scour
has	caught	catch
has	veered	veer
has	stayed	stay
has	accommodated	accommodate
has	recurred	recur
has	unwrapped	unwrap
has	copied	copy
has	theorized	theorize
has	brainwashed	brainwash
has	researched	research
has	brushed	brush
has	increased	increase
has	settled	settle
has	moderated	moderate
has	worn	wear
has	issued	issue
has	adjudicated	adjudicate
has	urinated	urinate
has	computed	compute
has	sprouted	sprout
has	derided	deride
has	assumed	assume
has	moonlighted	moonlight
has	mulled	mull
has	dissolved	dissolve
has	acceded	accede
has	materialized	materialize
has	rebuked	rebuke
has	calculated	calculate
has	rebutted	rebut
has	kissed	kiss
has	sponsored	sponsor
has	appealed	appeal
has	reworked	rework
has	scraped	scrape
has	billed	bill
has	propped	prop
has	shooed	shoo
has	levelled	level
has	supervised	supervise
has	sifted	sift
has	tapped	tap
has	united	unite
has	licked	lick
has	spawned	spawn
has	monetized	monetize
has	atoned	atone
has	stated	state
has	hinged	hinge
has	bellowed	bellow
has	emboldened	embolden
has	spurned	spurn
has	regulated	regulate
has	given	give
has	armed	arm
has	impeached	impeach
has	built	build
has	demonstrated	demonstrate
has	walloped	wallop
has	destroyed	destroy
has	evaporated	evaporate
has	gone	go
has	fertilized	fertilize
has	pinged	ping
has	enthused	enthuse
has	evaluated	evaluate
has	doled	dole
has	screened	screen
has	likened	liken
has	recounted	recount
has	beefed	beef
has	earmarked	earmark
has	renewed	renew
has	remonstrated	remonstrate
has	handcuffed	handcuff
has	celebrated	celebrate
has	concurred	concur
has	fumbled	fumble
has	glazed	glaze
has	dyed	dye
has	undercut	undercut
has	percolated	percolate
has	reasserted	reassert
has	quickened	quicken
has	testified	testify
has	exhibited	exhibit
has	flown	fly
has	vied	vie
has	allayed	allay
has	pillaged	pillage
has	dissected	dissect
has	spouted	spout
has	exerted	exert
has	battened	batten
has	hoped	hope
has	swished	swish
has	detached	detach
has	defaulted	default
has	wielded	wield
has	rationed	ration
has	ebbed	ebb
has	preyed	prey
has	perceived	perceive
has	published	publish
has	multiplied	multiply
has	trembled	tremble
has	polished	polish
has	drained	drain
has	gushed	gush
has	choreographed	choreograph
has	prospered	prosper
has	torn	tear
has	contrasted	contrast
has	anticipated	anticipate
has	sculpted	sculpt
has	hiked	hike
has	blackmailed	blackmail
has	incurred	incur
has	revved	rev
has	ingested	ingest
has	catalyzed	catalyze
has	finessed	finesse
has	anointed	anoint
has	weakened	weaken
has	bled	bleed
has	emanated	emanate
has	strained	strain
has	outwitted	outwit
has	stifled	stifle
has	propelled	propel
has	teamed	team
has	besieged	besiege
has	seemed	seem
has	invigorated	invigorate
has	exonerated	exonerate
has	seduced	seduce
has	slunk	slink
has	notified	notify
has	diversified	diversify
has	overstayed	overstay
has	descended	descend
has	crashed	crash
has	dismembered	dismember
has	reproduced	reproduce
has	cooled	cool
has	haggled	haggle
has	replied	reply
has	pervaded	pervade
has	coerced	coerce
has	stagnated	stagnate
has	sizzled	sizzle
has	tickled	tickle
has	toppled	topple
has	revolutionized	revolutionize
has	organized	organize
has	buttressed	buttress
has	upstaged	upstage
has	waddled	waddle
has	compensated	compensate
has	cruised	cruise
has	decamped	decamp
has	sized	size
has	ascertained	ascertain
has	lasted	last
has	outpaced	outpace
has	mobilized	mobilize
has	snoozed	snooze
has	stained	stain
has	convened	convene
has	asked	ask
has	smeared	smear
had	pirated	pirate
had	undermined	undermine
had	splurged	splurge
had	unfolded	unfold
had	stiffened	stiffen
had	clasped	clasp
had	thrilled	thrill
had	misunderstood	misunderstand
had	zapped	zap
had	succeeded	succeed
had	conferred	confer
had	pinned	pin
had	multiplied	multiply
had	pipped	pip
had	ranked	rank
had	probed	probe
had	quizzed	quiz
had	frozen	freeze
had	dethroned	dethrone
had	saluted	salute
had	vaulted	vault
had	greeted	greet
had	confiscated	confiscate
had	vilified	vilify
had	engineered	engineer
had	conceived	conceive
had	aroused	arouse
had	insulated	insulate
had	exclaimed	exclaim
had	buckled	buckle
had	advocated	advocate
had	classified	classify
had	snipped	snip
had	droned	drone
had	officiated	officiate
had	tinkered	tinker
had	frets	fret
had	foreseen	foresee
had	corroded	corrode
had	suppressed	suppress
had	unplugged	unplug
had	congregated	congregate
had	accrued	accrue
had	embellished	embellish
had	marvelled	marvel
had	redressed	redress
had	accepted	accept
had	aborted	abort
had	disavowed	disavow
had	rewired	rewire
had	notified	notify
had	curled	curl
had	berated	berate
had	planned	plan
had	peaked	peak
had	whittled	whittle
had	hounded	hound
had	timed	time
had	unveiled	unveil
had	dramatized	dramatize
had	divvied	divvy
had	omitted	omit
had	sublet	sublet
had	ousted	oust
had	contained	contain
had	toted	tote
had	bolstered	bolster
had	burst	burst
had	overrun	overrun
had	cannibalized	cannibalize
had	holed	hole
had	mastered	master
had	heard	hear
had	alleged	allege
had	sued	sue
had	played	play
had	feared	fear
had	integrated	integrate
had	booed	boo
had	conveyed	convey
had	snatched	snatch
had	moved	move
had	grunted	grunt
had	derailed	derail
had	taught	teach
had	suspected	suspect
had	obliged	oblige
had	hatched	hatch
had	milked	milk
had	summarized	summarize
had	cloaked	cloak
had	compressed	compress
had	verified	verify
had	eluded	elude
had	lambasted	lambaste
had	unwound	unwind
had	followed	follow
had	won	win
had	credited	credit
had	languished	languish
had	neutralized	neutralize
had	spurred	spur
had	braved	brave
had	monitored	monitor
had	rounded	round
had	drowned	drown
had	retreated	retreat
had	slept	sleep
had	internalized	internalize
had	loaned	loan
had	beaten	beat
had	updated	update
had	visualized	visualize
had	rescinded	rescind
had	combined	combine
had	duplicated	duplicate
had	rationalized	rationalize
had	endowed	endow
had	surfed	surf
had	dissuaded	dissuade
had	acted	act
had	risen	rise
had	observed	observe
had	promulgated	promulgate
had	secreted	secrete
had	exhaled	exhale
had	traipsed	traipse
had	configured	configure
had	met	meet
had	broadcasted	broadcast
had	solidified	solidify
had	defamed	defame
had	sniffed	sniff
had	cocked	cock
had	fidgeted	fidget
had	stepped	step
had	automated	automate
had	botched	botch
had	cracked	crack
had	shown	show
had	acquired	acquire
had	escalated	escalate
had	interfered	interfere
had	transformed	transform
had	arisen	arise
had	dried	dry
had	reunited	reunite
had	superseded	supersede
had	groaned	groan
had	disparaged	disparage
had	invaded	invade
had	coexisted	coexist
had	misbehaved	misbehave
had	reissued	reissue
had	evolved	evolve
had	criminalized	criminalize
had	burrowed	burrow
had	aired	air
had	decided	decide
had	disfigured	disfigure
had	rejoiced	rejoice
had	continued	continue
had	paid	pay
had	decorated	decorate
had	scrapped	scrap
had	glazed	glaze
had	lunged	lunge
had	fried	fry
had	confirmed	confirm
had	subverted	subvert
had	overshot	overshoot
had	juxtaposed	juxtapose
had	democratized	democratize
had	tottered	totter
had	reclassified	reclassify
had	ushered	usher
had	unpacked	unpack
had	manipulated	manipulate
had	hoarded	hoard
had	persevered	persevere
had	influenced	influence
had	vibrated	vibrate
had	falsified	falsify
had	worried	worry
had	taxed	tax
had	assimilated	assimilate
had	rehashed	rehash
had	funded	fund
had	cavorted	cavort
had	shrugged	shrug
had	exchanged	exchange
had	mistreated	mistreat
had	hankered	hanker
had	understated	understate
had	ebbed	ebb
had	manufactured	manufacture
had	meant	mean
had	extended	extend
had	doubted	doubt
had	prosecuted	prosecute
had	eked	eke
had	deemed	deem
had	watched	watch
had	maximized	maximize
had	punctuated	punctuate
had	allocated	allocate
had	populated	populate
had	replenished	replenish
had	detected	detect
had	bounced	bounce
had	squared	square
had	sagged	sag
had	maintained	maintain
had	interrupted	interrupt
had	captained	captain
had	skated	skate
had	warned	warn
had	dammed	dam
had	sobbed	sob
had	constricted	constrict
had	wrangled	wrangle
had	pronounced	pronounce
had	disarmed	disarm
had	outsold	outsell
had	alienated	alienate
had	realized	realize
had	executed	execute
had	questioned	question
had	flung	fling
had	disapproved	disapprove
had	unmasked	unmask
had	hurried	hurry
had	deliberated	deliberate
had	politicized	politicize
had	spooned	spoon
had	guided	guide
had	matured	mature
had	struggled	struggle
had	contaminated	contaminate
had	captivated	captivate
had	banned	ban
had	skyrocketed	sky-rocket
had	renegotiated	renegotiate
had	traced	trace
had	fined	fine
had	sympathized	sympathize
had	farmed	farm
had	stirred	stir
had	analyzed	analyze
had	interrogated	interrogate
had	permeated	permeate
had	fired	fire
had	trekked	trek
had	propagated	propagate
had	hedged	hedge
had	fielded	field
had	depleted	deplete
had	grouped	group
had	promoted	promote
had	shortchanged	shortchange
had	emigrated	emigrate
had	hobbled	hobble
had	sterilized	sterilize
had	licensed	license
had	socked	sock
had	constrained	constrain
had	differed	differ
had	sewn	sew
had	sullied	sully
had	vaccinated	vaccinate
had	hissed	hiss
had	maligned	malign
had	raised	raise
had	rented	rent
had	trumpeted	trumpet
had	antagonized	antagonize
had	recaptured	recapture
had	lightened	lighten
had	masturbated	masturbate
had	circulated	circulate
had	bankrolled	bankroll
had	logged	log
had	coloured	colour
had	outlived	outlive
had	haunted	haunt
had	issued	issue
had	woven	weave
had	cooperated	cooperate
had	disabled	disable
had	amended	amend
had	teemed	teem
had	rested	rest
had	equated	equate
had	capitalized	capitalize
had	glossed	gloss
had	oversimplified	over-simplify
had	betrayed	betray
had	elicited	elicit
had	praised	praise
had	differentiated	differentiate
had	rebuked	rebuke
had	unleashed	unleash
had	accredited	accredit
had	sponsored	sponsor
had	encircled	encircle
had	phased	phase
had	hardened	harden
had	draped	drape
had	bilked	bilk
had	disbursed	disburse
had	imposed	impose
had	cornered	corner
had	doused	douse
had	resisted	resist
had	induced	induce
had	discussed	discuss
had	creaked	creak
had	failed	fail
had	lorded	lord
had	corroborated	corroborate
had	jerked	jerk
had	spewed	spew
had	atoned	atone
had	memorized	memorize
had	disturbed	disturb
had	stemmed	stem
had	chosen	choose
had	distilled	distill
had	privatized	privatize
had	enriched	enrich
had	emasculated	emasculate
had	ripped	rip
had	walloped	wallop
had	authenticated	authenticate
had	trended	trend
had	fortified	fortify
had	tidied	tidy
had	generated	generate
had	gone	go
had	reined	rein
had	screwed	screw
had	scrambled	scramble
had	disproved	disprove
had	encouraged	encourage
had	succumbed	succumb
had	intruded	intrude
had	stuffed	stuff
had	savoured	savour
had	blurred	blur
had	identified	identify
had	waved	wave
had	mediated	mediate
had	annexed	annex
had	survived	survive
had	exaggerated	exaggerate
had	run	run
had	voted	vote
had	fermented	ferment
had	allowed	allow
had	curbed	curb
had	reverberated	reverberate
had	obeyed	obey
had	pared	pare
had	relayed	relay
had	fended	fend
had	admitted	admit
had	employed	employ
had	laced	lace
had	reasserted	reassert
had	bickered	bicker
had	exploded	explode
had	perished	perish
had	sought	seek
had	outclassed	outclass
had	vanished	vanish
had	poached	poach
had	customized	customize
had	lagged	lag
had	discharged	discharge
had	inflicted	inflict
had	hauled	haul
had	uncovered	uncover
had	decomposed	decompose
had	responded	respond
had	punched	punch
had	overridden	override
had	debunked	debunk
had	electrified	electrify
had	mirrored	mirror
had	preyed	prey
had	cleansed	cleanse
had	vetoed	veto
had	soared	soar
had	thronged	throng
had	rearranged	rearrange
had	prevailed	prevail
had	detained	detain
had	catalyzed	catalyze
had	controlled	control
had	emphasized	emphasize
had	putted	putt
had	flogged	flog
had	bashed	bash
had	barricaded	barricade
had	anointed	anoint
had	shored	shore
had	freed	free
had	bludgeoned	bludgeon
had	grown	grow
had	energized	energize
had	married	marry
had	backfired	backfire
had	redeemed	redeem
had	fought	fight
had	viewed	view
had	fabricated	fabricate
had	splashed	splash
had	dealt	deal
had	featured	feature
had	dictated	dictate
had	documented	document
had	notched	notch
had	fixated	fixate
had	introduced	introduce
had	proceeded	proceed
had	empowered	empower
had	demanded	demand
had	snuck	sneak
had	delineated	delineate
had	pleased	please
had	degenerated	degenerate
had	lapped	lap
had	ironed	iron
had	overdosed	overdose
had	disintegrated	disintegrate
had	imagined	imagine
had	divulged	divulge
had	healed	heal
had	pestered	pester
had	blocked	block
had	ranged	range
had	perpetuated	perpetuate
had	lumbered	lumber
had	carried	carry
had	abolished	abolish
had	arrested	arrest
had	injected	inject
had	locked	lock
had	edged	edge
had	showered	shower
had	bunked	bunk
had	parked	park
had	recreated	re-create
had	marinated	marinate
had	refinanced	refinance
had	offended	offend
had	started	start
had	presumed	presume
had	dubbed	dub
had	snoozed	snooze
had	brimmed	brim
had	collaborated	collaborate
had	cemented	cement
had	intercepted	intercept
had	scurried	scurry
had	called	call
had	cherished	cherish
had	happened	happen
had	repelled	repel
had	implanted	implant
had	resembled	resemble
had	consoled	console
had	bemoaned	bemoan
had	disengaged	disengage
had	sapped	sap
had	overplayed	overplay
had	drilled	drill
had	extricated	extricate
had	bored	bore
had	mingled	mingle
had	wafted	waft
had	comprised	comprise
had	rehearsed	rehearse
had	obsessed	obsess
had	tapped	tap
had	monetized	monetize
had	matched	match
had	objected	object
had	clawed	claw
had	pieced	piece
had	appointed	appoint
had	watered	water
had	clung	cling
had	acknowledged	acknowledge
had	revitalized	revitalize
had	appreciated	appreciate
had	had	have
had	excavated	excavate
had	enlightened	enlighten
had	replicated	replicate
had	closed	close
had	modulated	modulate
had	molested	molest
had	regarded	regard
had	challenged	challenge
had	acquitted	acquit
had	parried	parry
had	excluded	exclude
had	smashed	smash
had	confronted	confront
had	latched	latch
had	corralled	corral
had	put	put
had	clad	clad
had	stuck	stick
had	radiated	radiate
had	franchised	franchise
had	shunned	shun
had	dithered	dither
had	hinted	hint
had	trampled	trample
had	thrust	thrust
had	riffed	riff
had	measured	measure
had	blamed	blame
had	distanced	distance
had	pressured	pressure
had	narrated	narrate
had	bulged	bulge
had	overheard	overhear
had	muddled	muddle
had	accused	accuse
had	legitimized	legitimize
had	telephoned	telephone
had	mustered	muster
had	totalled	total
had	secured	secure
had	torpedoed	torpedo
had	confused	confuse
had	trailed	trail
had	mown	mow
had	twisted	twist
had	staggered	stagger
had	agitated	agitate
had	cajoled	cajole
had	subsided	subside
had	starved	starve
had	networked	network
had	deported	deport
had	overruled	overrule
had	erupted	erupt
had	infringed	infringe
had	spruced	spruce
had	ploughed	plough
had	battered	batter
had	strutted	strut
had	endeavoured	endeavour
had	shadowed	shadow
had	enlisted	enlist
had	mated	mate
had	implored	implore
had	enveloped	envelop
had	constructed	construct
had	distorted	distort
had	expounded	expound
had	simmered	simmer
had	prospered	prosper
had	tumbled	tumble
had	purged	purge
had	supplanted	supplant
had	catered	cater
had	infused	infuse
had	funnelled	funnel
had	chanted	chant
had	complimented	compliment
had	restrained	restrain
had	spluttered	splutter
had	abdicated	abdicate
had	spent	spend
had	linked	link
had	cheated	cheat
had	refreshed	refresh
had	overstated	overstate
had	crafted	craft
had	roiled	roil
had	abetted	abet
had	managed	manage
had	badgered	badger
had	instituted	institute
had	swallowed	swallow
had	upended	upend
had	dodged	dodge
had	ravaged	ravage
had	riled	rile
had	glued	glue
had	painted	paint
had	overestimated	over-estimate
had	refunded	refund
had	waded	wade
had	parroted	parrot
had	developed	develop
had	crashed	crash
had	segregated	segregate
had	combed	comb
had	slammed	slam
had	reactivated	reactivate
had	stopped	stop
had	bankrupted	bankrupt
had	instigated	instigate
had	etched	etch
had	fleeced	fleece
had	masqueraded	masquerade
had	inaugurated	inaugurate
had	wandered	wander
had	equalized	equalize
had	opened	open
had	caught	catch
had	reset	reset
had	veered	veer
had	sprinkled	sprinkle
had	heeded	heed
had	wished	wish
had	copied	copy
had	theorized	theorize
had	indulged	indulge
had	plunged	plunge
had	brushed	brush
had	settled	settle
had	volunteered	volunteer
had	moderated	moderate
had	converged	converge
had	retrenched	retrench
had	made	make
had	plopped	plop
had	adjudicated	adjudicate
had	bristled	bristle
had	urinated	urinate
had	varied	vary
had	sprouted	sprout
had	assumed	assume
had	relived	relive
had	dissolved	dissolve
had	rebutted	rebut
had	calculated	calculate
had	provided	provide
had	retold	retell
had	teased	tease
had	adorned	adorn
had	refilled	refill
had	conversed	converse
had	embodied	embody
had	revealed	reveal
had	chucked	chuck
had	scattered	scatter
had	inherited	inherit
had	seethed	seethe
had	supervised	supervise
had	denied	deny
had	demonized	demonize
had	stated	state
had	slung	sling
had	hinged	hinge
had	enabled	enable
had	stomped	stomp
had	driven	drive
had	emboldened	embolden
had	fantasized	fantasize
had	spurned	spurn
had	soaked	soak
had	censored	censor
had	adored	adore
had	gazed	gaze
had	stipulated	stipulate
had	pedaled	pedal
had	accentuated	accentuate
had	reprised	reprise
had	built	build
had	reiterated	reiterate
had	memorialized	memorialize
had	colluded	collude
had	dialed	dial
had	evaluated	evaluate
had	staved	stave
had	wasted	waste
had	satisfied	satisfy
had	caused	cause
had	marketed	market
had	infuriated	infuriate
had	sprinted	sprint
had	concentrated	concentrate
had	unravelled	unravel
had	tapered	taper
had	dumped	dump
had	reminded	remind
had	obstructed	obstruct
had	shone	shine
had	hobnobbed	hobnob
had	pierced	pierce
had	percolated	percolate
had	devoted	devote
had	testified	testify
had	cashed	cash
had	flown	fly
had	voiced	voice
had	hovered	hover
had	squirmed	squirm
had	covered	cover
had	vied	vie
had	allayed	allay
had	dissected	dissect
had	spouted	spout
had	twittered	twitter
had	transplanted	transplant
had	swished	swish
had	detached	detach
had	trickled	trickle
had	reinstated	reinstate
had	violated	violate
had	defaulted	default
had	cancelled	cancel
had	pecked	peck
had	conquered	conquer
had	slurped	slurp
had	proven	prove
had	elected	elect
had	eradicated	eradicate
had	scampered	scamper
had	published	publish
had	repatriated	repatriate
had	attempted	attempt
had	substituted	substitute
had	drained	drain
had	gushed	gush
had	complained	complain
had	shelled	shell
had	signed	sign
had	torn	tear
had	striven	strive
had	rated	rate
had	anticipated	anticipate
had	sculpted	sculpt
had	hiked	hike
had	ingested	ingest
had	freaked	freak
had	revved	rev
had	forced	force
had	completed	complete
had	expired	expire
had	lectured	lecture
had	finessed	finesse
had	channelled	channel
had	weakened	weaken
had	outwitted	outwit
had	pictured	picture
had	rushed	rush
had	entered	enter
had	prejudged	prejudge
had	collected	collect
had	wreaked	wreak
had	maimed	maim
had	embarked	embark
had	reshaped	reshape
had	refitted	refit
had	reproduced	reproduce
had	returned	return
had	doubled	double
had	inoculated	inoculate
had	scooted	scoot
had	replied	reply
had	projected	project
had	pervaded	pervade
had	clutched	clutch
had	enquired	enquire
had	forecasted	forecast
had	retraced	re-trace
had	yielded	yield
had	imprisoned	imprison
had	originated	originate
had	fomented	foment
had	belittled	belittle
had	waltzed	waltz
had	described	describe
had	rendered	render
had	rummaged	rummage
had	forgiven	forgive
had	complemented	complement
had	deducted	deduct
had	revolutionized	revolutionize
had	backtracked	backtrack
had	paved	pave
had	intimidated	intimidate
had	practised	practise
had	ratified	ratify
had	tucked	tuck
had	worked	work
had	organized	organize
had	buttressed	buttress
had	cried	cry
had	cramped	cramp
had	intensified	intensify
had	absconded	abscond
had	compensated	compensate
