phrase	label
has generating	0
has plunged	1
has plunge	0
has plunging	0
has talked	1
has talking	0
has argued	1
has argue	0
has arguing	0
has catered	1
has cater	0
has catering	0
has minded	1
has mind	0
has minding	0
has developed	1
has develop	0
has developing	0
has assured	1
has assure	0
has assuring	0
has known	1
has know	0
has knowing	0
has expected	1
has expect	0
has expecting	0
has reported	1
has report	0
has reporting	0
has fallen	1
has fall	0
has falling	0
has reflected	1
has reflect	0
has reflecting	0
has deepened	1
has deepen	0
has deepening	0
has shown	1
has showing	0
has manipulated	1
has manipulate	0
has manipulating	0
has opposed	1
has oppose	0
has opposing	0
has given	1
has allowed	1
has allow	0
has allowing	0
has issued	1
has issue	0
has issuing	0
has quelled	1
has quell	0
has quelling	0
has declined	1
has decline	0
has commented	1
has comment	0
has commenting	0
has finished	1
has finish	0
has finishing	0
has obstructed	1
has obstruct	0
has obstructing	0
has released	1
has release	0
has releasing	0
has owned	1
has owning	0
has affected	1
has affect	0
has affecting	0
has suggested	1
has suggest	0
has suggesting	0
has retrieved	1
has retrieve	0
has retrieving	0
has enlisted	1
has enlist	0
has enlisting	0
has cooperated	1
has cooperate	0
has cooperating	0
has coordinated	1
has coordinate	0
has coordinating	0
has provided	1
has provide	0
has providing	0
has warmed	1
has warming	0
has sent	1
has send	0
has sending	0
has stood	1
has stand	0
has listened	1
has listen	0
has listening	0
has operated	1
has operate	0
has opened	1
has debated	1
has debate	0
has debating	0
has visited	1
has visit	0
has visiting	0
has crowded	1
has crowd	0
has crowding	0
has gone	1
has go	0
has fought	1
has fight	0
has fighting	0
has spreading	0
has placed	1
has place	0
has placing	0
has written	1
has write	0
has writing	0
has apologized	1
has apologize	0
has apologizing	0
has embraced	1
has embrace	0
has embracing	0
has stolen	1
has steal	0
has stealing	0
has tried	1
has try	0
has prompted	1
has prompt	0
has prompting	0
has ended	1
has end	0
has ending	0
has presented	1
has present	0
has presenting	0
has posted	1
has post	0
has posting	0
has felt	1
has feel	0
has feeling	0
has concluded	1
has conclude	0
has concluding	0
has charged	1
has charge	0
has charging	0
has happened	1
has happening	0
has heard	1
has hear	0
has scheduled	1
has schedule	0
has scheduling	0
has discussed	1
has discuss	0
has discussing	0
has participated	1
has participate	0
has participating	0
has accessed	1
has accessing	0
has translated	1
has translate	0
has translating	0
has grown	1
has grow	0
has compared	1
has compare	0
has comparing	0
has turned	1
has turn	0
has turning	0
has investigated	1
has investigate	0
has investigating	0
has enjoyed	1
has enjoy	0
has enjoying	0
has improved	1
has improve	0
has improving	0
has dealt	1
has deal	0
has dealing	0
has delivered	1
has deliver	0
has delivering	0
has outlined	1
has outlining	0
has splitting	0
has brought	1
has bring	0
has bringing	0
has donned	1
has don	0
has donning	0
has caused	1
has causing	0
has foreseen	1
has foresee	0
has foreseeing	0
has predicted	1
has predict	0
has predicting	0
has relied	1
has rely	0
has relying	0
has based	1
has base	0
has basing	0
has implemented	1
has implement	0
has implementing	0
has resigned	1
has resign	0
has resigning	0
has repeated	1
has repeat	0
has repeating	0
has depended	1
has depend	0
has depending	0
has returned	1
has returning	0
has attended	1
has attend	0
has attending	0
has regarded	1
has regard	0
has reacted	1
has react	0
has reacting	0
has created	1
has create	0
has creating	0
has averaged	1
has averaging	0
has sat	1
has sit	0
has sitting	0
has lifted	1
has lift	0
has lifting	0
has rolled	1
has roll	0
has rolling	0
has exaggerated	1
has exaggerate	0
has exaggerating	0
has warned	1
has warn	0
has faced	1
has face	0
has facing	0
has hurting	0
has required	1
has require	0
has requiring	0
has captured	1
has capture	0
has capturing	0
has forced	1
has force	0
has forcing	0
has fled	1
has flee	0
has fleeing	0
has filed	1
has file	0
has filing	0
has dismissed	1
has dismiss	0
has dismissing	0
has believed	1
has believe	0
has believing	0
has limited	1
has limit	0
has limiting	0
has assumed	1
has assume	0
has assuming	0
has announced	1
has announce	0
has announcing	0
has restored	1
has restore	0
has restoring	0
has changed	1
has changing	0
has hitting	0
has pinched	1
has pinch	0
has pinching	0
has led	1
has endured	1
has endure	0
has imported	1
has import	0
has importing	0
has caught	1
has catch	0
has catching	0
has crashed	1
has crashing	0
has defeated	1
has defeat	0
has defeating	0
has died	1
has die	0
has dying	0
has shaped	1
has shape	0
has shaping	0
has accompanied	1
has accompany	0
has accompanying	0
has assisted	1
has assist	0
has assisting	0
has avoided	1
has avoid	0
has avoiding	0
has rejoined	1
has rejoin	0
has rejoining	0
has noted	1
has note	0
has noting	0
has doubled	1
has doubling	0
has projected	1
has projecting	0
has mauled	1
has maul	0
has mauling	0
has putting	0
has emerged	1
has emerge	0
has emerging	0
has attracted	1
has attract	0
has attracting	0
has convicted	1
has convict	0
has convicting	0
has aired	1
has airing	0
has reading	0
has reached	1
has reaching	0
has hoped	1
has hoping	0
has convinced	1
has convince	0
has convincing	0
has centred	1
has centre	0
has centring	0
has completed	1
has completing	0
has produced	1
has produce	0
has producing	0
has spawned	1
has spawn	0
has spawning	0
has chased	1
has chase	0
has chasing	0
has exchanged	1
has exchange	0
has exchanging	0
has killed	1
has kill	0
has killing	0
has equated	1
has equate	0
has equating	0
has traded	1
has trading	0
has held	1
has hold	0
has holding	0
has dumped	1
has dump	0
has dumping	0
has looked	1
has look	0
has looking	0
has offloaded	1
has offload	0
has offloading	0
has pursued	1
has pursue	0
has pursuing	0
has demanded	1
has demanding	0
has signed	1
has sign	0
has signing	0
has failed	1
has fail	0
has failing	0
has cutting	0
has assembled	1
has assemble	0
has assembling	0
has opted	1
has opt	0
has opting	0
has pushed	1
has push	0
has pushing	0
has passed	1
has pass	0
has passing	0
has regulated	1
has regulate	0
has regulating	0
has driven	1
has drive	0
has driving	0
has excluded	1
has exclude	0
has excluding	0
has agreed	1
has agree	0
has agreeing	0
has restricted	1
has restrict	0
has restricting	0
has imposed	1
has impose	0
has imposing	0
has dubbed	1
has dub	0
has dubbing	0
has spanned	1
has span	0
has spanning	0
has decided	1
has decide	0
has deciding	0
has voted	1
has vote	0
has voting	0
has settled	1
has settle	0
has settling	0
has threatened	1
has threaten	0
has threatening	0
has begun	1
has beginning	0
has repaid	1
has repay	0
has repaying	0
has totalled	1
has totalling	0
has pelted	1
has pelt	0
has pelting	0
has surged	1
has surge	0
has surging	0
has booked	1
has book	0
has booking	0
has denied	1
has deny	0
has denying	0
has missed	1
has miss	0
has missing	0
has featured	1
has feature	0
has featuring	0
has broken	1
has break	0
has breaking	0
has secured	1
has securing	0
has pleased	1
has please	0
has pleasing	0
has costing	0
has arrived	1
has arrive	0
has arriving	0
has cheered	1
has cheer	0
has cheering	0
has lent	1
has lend	0
has lending	0
has managed	1
has manage	0
has managing	0
has intended	1
has intend	0
has intending	0
has determined	1
has determine	0
has determining	0
has replaced	1
has replace	0
has replacing	0
has roamed	1
has roam	0
has roaming	0
has earned	1
has earn	0
has earning	0
has planned	1
has plan	0
has admitted	1
has admit	0
has refrained	1
has refrain	0
has refraining	0
has told	1
has tell	0
has telling	0
has thought	1
has think	0
has thinking	0
has appeared	1
has appear	0
has appearing	0
has contradicted	1
has contradict	0
has contradicting	0
has washed	1
has wash	0
has washing	0
has criticized	1
has criticize	0
has criticizing	0
has ignored	1
has ignore	0
has ignoring	0
has awaited	1
has await	0
has awaiting	0
has pestered	1
has pester	0
has pestering	0
has increased	1
has prepared	1
has prepare	0
has preparing	0
has relented	1
has relent	0
has relenting	0
has formed	1
has forming	0
has disabled	1
has disable	0
has disabling	0
has forecasted	1
has forecasting	0
has married	1
has marry	0
has marrying	0
has combined	1
has combine	0
has combining	0
has sponsored	1
has sponsor	0
has sponsoring	0
has toured	1
has tour	0
has touring	0
has blocked	1
has block	0
has blocking	0
has deployed	1
has deploy	0
has deploying	0
has united	1
has unite	0
has uniting	0
has gained	1
has gain	0
has gaining	0
has using	0
has hated	1
has hate	0
has hating	0
has reigned	1
has reign	0
has reigning	0
has recycled	1
has recycle	0
has recycling	0
has remembered	1
has remember	0
has remembering	0
has watched	1
has watch	0
has watching	0
has disrupted	1
has disrupt	0
has disrupting	0
has clashed	1
has clash	0
has clashing	0
has torn	1
has tear	0
has tearing	0
has arrested	1
has arrest	0
has arresting	0
has recruited	1
has recruit	0
has recruiting	0
has retained	1
has retain	0
has retaining	0
has bounced	1
has bounce	0
has bouncing	0
has founding	0
has tampered	1
has tamper	0
has tampering	0
has honored	1
has honor	0
has honoring	0
has designed	1
has designing	0
has buried	1
has bury	0
has burying	0
has headed	1
has heading	0
has drawn	1
has draw	0
has drawing	0
has represented	1
has represent	0
has representing	0
has described	1
has describe	0
has describing	0
has received	1
has receive	0
has receiving	0
has guessed	1
has guess	0
has guessing	0
has considered	1
has consider	0
has considering	0
has enabled	1
has enable	0
has enabling	0
has repackaged	1
has repackage	0
has repackaging	0
has adopted	1
has adopt	0
has adopting	0
has specialized	1
has specialize	0
has specializing	0
has lined	1
has line	0
has lining	0
has recognized	1
has recognize	0
has recognizing	0
has selected	1
has select	0
has selecting	0
has retired	1
has retire	0
has retiring	0
has swung	1
has swing	0
has swinging	0
has destroyed	1
has destroy	0
has injured	1
has injure	0
has injuring	0
has asked	1
has ask	0
has asking	0
has approved	1
has approve	0
has approving	0
has extended	1
has extend	0
has extending	0
has matched	1
has match	0
has matching	0
has penetrated	1
has penetrate	0
has penetrating	0
has urged	1
has urge	0
has urging	0
has marked	1
has marking	0
has appealed	1
has condemned	1
has condemn	0
has condemning	0
has cancelled	1
has cancel	0
has cancelling	0
has dictated	1
has dictate	0
has dictating	0
has panicked	1
has panic	0
has panicking	0
has taught	1
has teach	0
has teaching	0
has stirred	1
has stir	0
has stirring	0
has cooked	1
has cook	0
has cooking	0
has removed	1
has remove	0
has removing	0
has scored	1
has score	0
has scoring	0
has submitted	1
has submit	0
has submitting	0
has answered	1
has answer	0
has answering	0
has entitled	1
has entitle	0
has entitling	0
has contributed	1
has contribute	0
has contributing	0
has handed	1
has handing	0
has struck	1
has strike	0
has suspected	1
has suspect	0
has suspecting	0
has endangered	1
has endanger	0
has endangering	0
has liked	1
has liking	0
has stuck	1
has stick	0
has sticking	0
has terminated	1
has terminate	0
has terminating	0
has find	0
has finding	0
has smacked	1
has smack	0
has smacking	0
has singled	1
has singling	0
has cashed	1
has cashing	0
has ordered	1
has ordering	0
has procured	1
has procure	0
has procuring	0
has distributed	1
has distribute	0
has distributing	0
has offsetting	0
has indicated	1
has indicate	0
has indicating	0
has waved	1
has wave	0
has waving	0
has handled	1
has handle	0
has handling	0
has referenced	1
has reference	0
has referencing	0
has raved	1
has rave	0
has raving	0
has rearranged	1
has rearrange	0
has rearranging	0
has dodged	1
has dodge	0
has dodging	0
has performed	1
has perform	0
has walked	1
has walk	0
has bordered	1
has border	0
has bordering	0
has slashed	1
has slash	0
has slashing	0
has arranged	1
has arrange	0
has arranging	0
has loved	1
has loving	0
has cracked	1
has crack	0
has cracking	0
has descended	1
has descend	0
has descending	0
has idled	1
has idle	0
has idling	0
has resulted	1
has result	0
has resulting	0
has packed	1
has pack	0
has packing	0
has adjusted	1
has adjust	0
has adjusting	0
has related	1
has relate	0
has relating	0
has defined	1
has define	0
has defining	0
has decreased	1
has decrease	0
has decreasing	0
has obtained	1
has obtain	0
has obtaining	0
has topped	1
has topping	0
has boosted	1
has boost	0
has boosting	0
has risked	1
has risking	0
has testified	1
has testify	0
has testifying	0
has mandated	1
has mandate	0
has mandating	0
has consumed	1
has consume	0
has consuming	0
has gotten	1
has farmed	1
has farm	0
has farming	0
has expired	1
has expire	0
has expiring	0
has smashed	1
has smash	0
has smashing	0
has protected	1
has protect	0
has protecting	0
has attacked	1
has attack	0
has attacking	0
has invaded	1
has invade	0
has invading	0
has resisted	1
has resist	0
has resisting	0
has observed	1
has observe	0
has observing	0
has initiated	1
has initiate	0
has initiating	0
has undergone	1
has undergo	0
has undergoing	0
has saved	1
has save	0
has saving	0
has stuffed	1
has stuffing	0
has accused	1
has accuse	0
has accusing	0
has searched	1
has searching	0
has danced	1
has dance	0
has dancing	0
has replicated	1
has replicate	0
has replicating	0
has frustrated	1
has frustrate	0
has frustrating	0
has unravelled	1
has unravel	0
has unravelling	0
has rejected	1
has reject	0
has rejecting	0
has emigrated	1
has emigrate	0
has emigrating	0
has mastered	1
has master	0
has mastering	0
has benefited	1
has benefit	0
has benefiting	0
has discovered	1
has discover	0
has discovering	0
has suited	1
has suit	0
has suiting	0
has celebrated	1
has celebrate	0
has celebrating	0
has engaged	1
has engage	0
has engaging	0
has dominated	1
has dominate	0
has dominating	0
has assessed	1
has assess	0
has assessing	0
has showered	1
has shower	0
has showering	0
has vaulted	1
has vault	0
has vaulting	0
has stressed	1
has stressing	0
has responded	1
has respond	0
has responding	0
has sought	1
has seek	0
has seeking	0
has disappeared	1
has disappear	0
has disappearing	0
has waited	1
has wait	0
has wondered	1
has wonder	0
has wondering	0
has mapped	1
has map	0
has mapping	0
has crushed	1
has crush	0
has crushing	0
has braved	1
has brave	0
has braving	0
has thwarted	1
has thwart	0
has thwarting	0
has monitored	1
has monitor	0
has monitoring	0
has banned	1
has ban	0
has banning	0
has registered	1
has register	0
has registering	0
has conversed	1
has converse	0
has conversing	0
has attempted	1
has attempt	0
has attempting	0
has raged	1
has rage	0
has raging	0
has solicited	1
has solicit	0
has soliciting	0
has lacked	1
has lack	0
has lacking	0
has aimed	1
has aim	0
has aiming	0
has approached	1
has approach	0
has approaching	0
has graduated	1
has graduate	0
has graduating	0
has prohibited	1
has prohibit	0
has prohibiting	0
has thrown	1
has throw	0
has throwing	0
has calculated	1
has calculate	0
has calculating	0
has loosened	1
has loosen	0
has loosening	0
has letting	0
has rocked	1
has rocking	0
has treated	1
has treat	0
has treating	0
has exhibited	1
has exhibit	0
has exhibiting	0
has revived	1
has revive	0
has reviving	0
has welcomed	1
has welcome	0
has welcoming	0
has spoken	1
has speak	0
has speaking	0
has switched	1
has switch	0
has switching	0
has surfaced	1
has surface	0
has surfacing	0
has erupted	1
has erupt	0
has erupting	0
has acted	1
has act	0
has violated	1
has violate	0
has violating	0
has converted	1
has convert	0
has converting	0
has assassinated	1
has assassinate	0
has assassinating	0
has collapsed	1
has collapse	0
has collapsing	0
has covered	1
has covering	0
has blamed	1
has blame	0
has blaming	0
has coped	1
has cope	0
has coping	0
has flown	1
has fly	0
has alleged	1
has allege	0
has alleging	0
has kissed	1
has kiss	0
has kissing	0
has rented	1
has rent	0
has renting	0
has glided	1
has glide	0
has gliding	0
has preoccupied	1
has preoccupy	0
has preoccupying	0
has capped	1
has cap	0
has capping	0
has fulfilled	1
has fulfill	0
has fulfilling	0
has cared	1
has care	0
has caring	0
has hidden	1
has hide	0
has hiding	0
has rested	1
has rest	0
has resting	0
has entered	1
has enter	0
has entering	0
has intervened	1
has intervene	0
has intervening	0
has secreted	1
has secrete	0
has secreting	0
has lowered	1
has lowering	0
has hired	1
has hire	0
has hiring	0
has tested	1
has testing	0
has sung	1
has sing	0
has singing	0
has crept	1
has creep	0
has creeping	0
has squeaked	1
has squeak	0
has squeaking	0
has rebuilt	1
has rebuild	0
has rebuilding	0
has filled	1
has fill	0
has filling	0
has shot	1
has shoot	0
has shooting	0
has latched	1
has latch	0
has latching	0
has setting	0
has dripped	1
has drip	0
has dripping	0
has wasted	1
has waste	0
has wasting	0
has trained	1
has train	0
has characterized	1
has characterize	0
has characterizing	0
has slept	1
has refuted	1
has refute	0
has refuting	0
has published	1
has publish	0
has publishing	0
has evacuated	1
has evacuate	0
has evacuating	0
has named	1
has naming	0
has appointed	1
has appoint	0
has appointing	0
has clicked	1
has click	0
has clicking	0
has qualified	1
has qualify	0
has qualifying	0
has avenged	1
has avenge	0
has avenging	0
has regretted	1
has regret	0
has regretting	0
has exposed	1
has expose	0
has exposing	0
has maimed	1
has maim	0
has maiming	0
has aided	1
has aiding	0
has abetted	1
has abet	0
has abetting	0
has divided	1
has divide	0
has dividing	0
has referred	1
has refer	0
has referring	0
has unnerved	1
has unnerve	0
has unnerving	0
has contained	1
has contain	0
has containing	0
has enacted	1
has enact	0
has enacting	0
has prevented	1
has prevent	0
has preventing	0
has fuelled	1
has fuelling	0
has surrounded	1
has surround	0
has surrounding	0
has invested	1
has invest	0
has investing	0
has feared	1
has fear	0
has fearing	0
has originated	1
has originate	0
has originating	0
has shelved	1
has shelve	0
has shelving	0
has seized	1
has seize	0
has seizing	0
has poured	1
has pour	0
has pouring	0
has struggled	1
has struggle	0
has struggling	0
has damaged	1
has adapted	1
has adapt	0
has adapting	0
has assigned	1
has assign	0
has assigning	0
has loomed	1
has loom	0
has looming	0
has tended	1
has tend	0
has tending	0
has enriched	1
has enrich	0
has enriching	0
has pasted	1
has paste	0
has pasting	0
has repudiated	1
has repudiate	0
has repudiating	0
has eroded	1
has erode	0
has eroding	0
has tracked	1
has track	0
has tracking	0
has likened	1
has liken	0
has likening	0
has hosted	1
has host	0
has hosting	0
has climbed	1
has climb	0
has climbing	0
has jumped	1
has jump	0
has jumping	0
has alluded	1
has allude	0
has alluding	0
has consoled	1
has console	0
has consoling	0
has cooled	1
has cooling	0
has pinned	1
has pin	0
has pinning	0
has experienced	1
has experiencing	0
has eaten	1
has eat	0
has eating	0
has conducted	1
has conduct	0
has conducting	0
has suffered	1
has suffer	0
has suffering	0
has adjourned	1
has adjourn	0
has adjourning	0
has mailed	1
has mail	0
has mailing	0
has wailed	1
has wail	0
has wailing	0
has thumped	1
has thump	0
has thumping	0
has ranged	1
has range	0
has ranging	0
has relieved	1
has relieve	0
has relieving	0
has ruined	1
has ruin	0
has ruining	0
has misled	1
has mislead	0
has misleading	0
has implied	1
has imply	0
has implying	0
has burnt	1
has burn	0
has burning	0
has solved	1
has solve	0
has solving	0
has dated	1
has date	0
has dating	0
has bursting	0
has dispersed	1
has disperse	0
has dispersing	0
has thrilled	1
has thrill	0
has thrilling	0
has lied	1
has lie	0
has lying	0
has mentioned	1
has mention	0
has mentioning	0
has portrayed	1
has portray	0
has portraying	0
has mounted	1
has mount	0
has mounting	0
has executed	1
has execute	0
has executing	0
has consulted	1
has consult	0
has shutting	0
has confronted	1
has confront	0
has confronting	0
has complained	1
has complain	0
has complaining	0
has resolved	1
has resolve	0
has resolving	0
has floated	1
has float	0
has floating	0
has orbited	1
has orbit	0
has orbiting	0
has accounted	1
has account	0
has accounting	0
has withdrawn	1
has withdraw	0
has withdrawing	0
has valued	1
has valuing	0
has revised	1
has revise	0
has revising	0
has joked	1
has joke	0
has joking	0
has clambered	1
has clamber	0
has clambering	0
has mustered	1
has muster	0
has mustering	0
has sifted	1
has sift	0
has sifting	0
has strengthened	1
has strengthen	0
has strengthening	0
has facilitated	1
has facilitate	0
has facilitating	0
has pointed	1
has point	0
has pointing	0
has kicked	1
has kick	0
has kicking	0
has shaken	1
has shake	0
has shaking	0
has stepped	1
has step	0
has stepping	0
has sounded	1
has sounding	0
has proposed	1
has propose	0
has proposing	0
has flicked	1
has flick	0
has flicking	0
has auctioned	1
has auction	0
has auctioning	0
has edged	1
has edge	0
has edging	0
has slipped	1
has slip	0
has slipping	0
has lasted	1
has matured	1
has maturing	0
has appreciated	1
has appreciate	0
has appreciating	0
has barred	1
has bar	0
has barring	0
has widened	1
has widen	0
has widening	0
has yielded	1
has yield	0
has yielding	0
has censored	1
has censor	0
has censoring	0
has incited	1
has incite	0
has inciting	0
has bailed	1
has bail	0
has bailing	0
has hounded	1
has hound	0
has hounding	0
has interpreted	1
has interpret	0
has interpreting	0
has forged	1
has forge	0
has forging	0
has promoted	1
has promote	0
has promoting	0
has belittled	1
has belittle	0
has belittling	0
has remarked	1
has remark	0
has remarking	0
has deported	1
has deport	0
has deporting	0
has freed	1
has freeing	0
has knocked	1
has knock	0
has knocking	0
has stretched	1
has stretch	0
has stretching	0
has malfunctioned	1
has malfunction	0
has malfunctioning	0
has acknowledged	1
has acknowledge	0
has acknowledging	0
has dressed	1
has dress	0
has dressing	0
has cautioned	1
has caution	0
has cautioning	0
has dug	1
has dig	0
has digging	0
has dispatched	1
has dispatch	0
has dispatching	0
has recalled	1
has recall	0
has recalling	0
has hung	1
has hang	0
has shouted	1
has shout	0
has shouting	0
has unveiled	1
has unveil	0
has unveiling	0
has peaked	1
has peak	0
has peaking	0
has rushed	1
has rush	0
has rushing	0
has stoked	1
has stoke	0
has stoking	0
has intensified	1
has intensify	0
has intensifying	0
has defended	1
has defend	0
has defending	0
has reserved	1
has reserve	0
has reserving	0
has exercised	1
has exercise	0
has exercising	0
has awakened	1
has awaken	0
has awakening	0
has robbed	1
has rob	0
has robbing	0
has navigated	1
has navigate	0
has navigating	0
has hampered	1
has hamper	0
has hampering	0
has expanded	1
has expand	0
has expanding	0
has connected	1
has connect	0
has connecting	0
has volunteered	1
has volunteer	0
has volunteering	0
has sacrificed	1
has sacrifice	0
has sacrificing	0
has scrambled	1
has scramble	0
has scrambling	0
has rescued	1
has rescuing	0
has nicked	1
has nicking	0
has recorded	1
has recording	0
has sacked	1
has sack	0
has sacking	0
has preserved	1
has preserve	0
has preserving	0
has privatized	1
has privatize	0
has privatizing	0
has blasted	1
has blast	0
has blasting	0
has learnt	1
has learn	0
has challenged	1
has challenge	0
has challenging	0
has compounded	1
has compound	0
has compounding	0
has rallied	1
has rally	0
has rallying	0
has explored	1
has explore	0
has exploring	0
has relaunched	1
has relaunch	0
has relaunching	0
has refused	1
has refuse	0
has refusing	0
has narrowed	1
has narrowing	0
has annulled	1
has annul	0
has annulling	0
has ruled	1
has rule	0
has ruling	0
has resumed	1
has resume	0
has resuming	0
has backed	1
has putted	1
has putt	0
has barked	1
has bark	0
has barking	0
has controlled	1
has reunited	1
has reunite	0
has reuniting	0
has notified	1
has notify	0
has notifying	0
has disapproved	1
has disapprove	0
has disapproving	0
has fielded	1
has fielding	0
has stimulated	1
has stimulate	0
has stimulating	0
has targeted	1
has target	0
has targeting	0
has supposed	1
has suppose	0
has supposing	0
has inflicted	1
has inflict	0
has inflicting	0
has derailed	1
has derail	0
has derailing	0
has insisted	1
has insist	0
has insisting	0
has practised	1
has practise	0
has practising	0
has contacted	1
has contacting	0
has satisfied	1
has satisfy	0
has satisfying	0
has educated	1
has educate	0
has educating	0
has engineered	1
has engineer	0
has engineering	0
has sewn	1
has sew	0
has sewing	0
has established	1
has establish	0
has establishing	0
has dialed	1
has dial	0
has dialing	0
has applied	1
has apply	0
has applying	0
has sparked	1
has spark	0
has sparking	0
has associated	1
has associate	0
has associating	0
has printed	1
has print	0
has printing	0
has yelled	1
has yell	0
has yelling	0
has distracted	1
has distract	0
has distracting	0
has afforded	1
has afford	0
has affording	0
has wrestled	1
has wrestle	0
has wrestling	0
has grabbed	1
has grab	0
has grabbing	0
has directed	1
has directing	0
has overseen	1
has oversee	0
has overseeing	0
has interviewed	1
has interview	0
has interviewing	0
has preferred	1
has prefer	0
has preferring	0
has rung	1
has ring	0
has ringing	0
has merged	1
has merge	0
has merging	0
has elected	1
has elect	0
has electing	0
has signalled	1
has signal	0
has signalling	0
has battled	1
has battle	0
has battling	0
has allied	1
has ally	0
has allying	0
has influenced	1
has influencing	0
has collected	1
has collect	0
has collecting	0
has mirrored	1
has mirror	0
has mirroring	0
has designated	1
has designate	0
has designating	0
has punched	1
has punch	0
has punching	0
has doubted	1
has doubt	0
has doubting	0
has attached	1
has attach	0
has attaching	0
has touched	1
has touching	0
has logged	1
has log	0
has logging	0
has surpassed	1
has surpass	0
has surpassing	0
has augmented	1
has augment	0
has augmenting	0
has marketed	1
has reformed	1
has reform	0
has reforming	0
has emitted	1
has emit	0
has emitting	0
has starred	1
has starring	0
has revealed	1
has reveal	0
has revealing	0
has accommodated	1
has accommodate	0
has accommodating	0
has wished	1
has wish	0
has wishing	0
has exhausted	1
has exhaust	0
has exhausting	0
has introduced	1
has introduce	0
has introducing	0
has bred	1
has breed	0
has breeding	0
has existed	1
has exist	0
has receded	1
has recede	0
has receding	0
has coaxed	1
has coax	0
has coaxing	0
has downplayed	1
has downplay	0
has downplaying	0
has promised	1
has spurred	1
has spur	0
has spurring	0
has updated	1
has update	0
has updating	0
has reminded	1
has remind	0
has reminding	0
has infuriated	1
has infuriate	0
has infuriating	0
has blown	1
has blow	0
has blowing	0
has solidified	1
has solidify	0
has solidifying	0
has governed	1
has govern	0
has governing	0
has committed	1
has commit	0
has committing	0
has ceased	1
has cease	0
has ceasing	0
has declared	1
has declare	0
has declaring	0
has mixed	1
has mix	0
has mixing	0
has lingered	1
has linger	0
has regained	1
has regain	0
has regaining	0
has permitted	1
has permit	0
has permitting	0
has tripled	1
has tripling	0
has collided	1
has collide	0
has colliding	0
has wiped	1
has wipe	0
has wiping	0
has resembled	1
has resemble	0
has resembling	0
has bucked	1
has buck	0
has bucking	0
has branched	1
has branching	0
has rectified	1
has rectify	0
has rectifying	0
has unearthed	1
has unearth	0
has unearthing	0
has anticipated	1
has anticipate	0
has anticipating	0
has communicated	1
has communicate	0
has communicating	0
has boasted	1
has boast	0
has boasting	0
has snuck	1
has sneak	0
has sneaking	0
has succeeded	1
has succeed	0
has succeeding	0
has classified	1
has classify	0
has classifying	0
has renovated	1
has renovate	0
has renovating	0
has bolstered	1
has bolster	0
has bolstering	0
has upheld	1
has uphold	0
has upholding	0
has specified	1
has specify	0
has specifying	0
has evened	1
has evening	0
has browsed	1
has browse	0
has browsing	0
has wandered	1
has wander	0
has wandering	0
has processed	1
has process	0
has separated	1
has separating	0
has reopened	1
has reopen	0
has reopening	0
has pronounced	1
has pronounce	0
has pronouncing	0
has romped	1
has romp	0
has romping	0
has toppled	1
has topple	0
has toppling	0
has eased	1
has ease	0
has easing	0
has reproduced	1
has reproduce	0
has reproducing	0
has confessed	1
has confess	0
has confessing	0
has discharged	1
has discharge	0
has discharging	0
has reckoned	1
has reckon	0
has reckoning	0
has plotted	1
has plot	0
has plotting	0
has detected	1
has detect	0
has detecting	0
has flexed	1
has flex	0
has flexing	0
has stored	1
has store	0
has storing	0
has pumped	1
has pump	0
has pumping	0
has pulled	1
has pull	0
has pulling	0
has perpetuated	1
has perpetuate	0
has perpetuating	0
has listed	1
has list	0
has listing	0
has tumbled	1
has tumble	0
has tumbling	0
has guided	1
has guide	0
has guiding	0
has hustled	1
has hustle	0
has hustling	0
has pegged	1
has peg	0
has pegging	0
has manufactured	1
has manufacture	0
has rounded	1
has round	0
has rounding	0
has tackled	1
has tackle	0
has tackling	0
has besetting	0
has breathed	1
has breathe	0
has crumbled	1
has crumble	0
has crumbling	0
has vied	1
has vie	0
has vying	0
has triggered	1
has trigger	0
has triggering	0
has striven	1
has strive	0
has striving	0
has achieved	1
has achieve	0
has achieving	0
has delayed	1
has delay	0
has delaying	0
has persisted	1
has persist	0
has persisting	0
has blazed	1
has blaze	0
has blazing	0
has ratified	1
has ratify	0
has ratifying	0
has congregated	1
has congregate	0
has congregating	0
has probed	1
has probe	0
has probing	0
has repealed	1
has repeal	0
has repealing	0
has concealed	1
has conceal	0
has concealing	0
has befriended	1
has befriend	0
has befriending	0
has posited	1
has posit	0
has positing	0
has cherished	1
has cherish	0
has cherishing	0
has misinterpreted	1
has misinterpret	0
has misinterpreting	0
has highlighted	1
has highlight	0
has highlighting	0
has rehabilitated	1
has rehabilitate	0
has rehabilitating	0
has respected	1
has respecting	0
has eliminated	1
has eliminate	0
has eliminating	0
has forgotten	1
has forget	0
has forgetting	0
has undermined	1
has undermine	0
has undermining	0
has enhanced	1
has enhance	0
has enhancing	0
has authorized	1
has authorize	0
has authorizing	0
has hauled	1
has haul	0
has hauling	0
has provoked	1
has provoke	0
has provoking	0
has jeopardized	1
has jeopardize	0
has jeopardizing	0
has deteriorated	1
has deteriorate	0
has deteriorating	0
has detained	1
has detain	0
has detaining	0
has disqualified	1
has disqualify	0
has disqualifying	0
has reclined	1
has recline	0
has reclining	0
has measured	1
has measure	0
has measuring	0
has employed	1
has employ	0
has employing	0
